,,0
171,1964,10783958
171,1968,11603921
171,1972,12583142
171,1976,13719466
171,1980,15016408
171,1984,16477488
171,1988,18020755
171,1992,19938322
171,1996,22090352
171,2000,23941099
171,2004,25419337
171,2008,26666581
171,2012,26989160
171,2016,27263430
171,2020,29136808
172,Country,Netherlands
172,Country Code,NLD
172,1960,11486631
172,1964,12127120
172,1968,12729721
172,1972,13328593
172,1976,13774037
172,1980,14149800
172,1984,14424211
172,1988,14760094
172,1992,15184166
172,1996,15530498
172,2000,15925513
172,2004,16281779
172,2008,16445593
172,2012,16754962
172,2016,17030314
172,2020,17441139
173,Country,New Caledonia
173,Country Code,NCL
173,1960,79000
173,1964,88100
173,1968,99500
173,1972,125500
173,1976,134000
173,1980,140050
173,1984,151650
173,1988,163650
173,1992,179799
173,1996,197564
173,2000,213230
173,2004,228750
173,2008,242750
173,2012,259000
173,2016,269350
173,2020,271960
174,Country,New Zealand
174,Country Code,NZL
174,1960,2371800
174,1964,2585400
174,1968,2748100
174,1972,2903900
174,1976,3110500
174,1980,3112900
174,1984,3227100
174,1988,3283400
174,1992,3531700
174,1996,3732000
174,2000,3857700
174,2004,4087500
174,2008,4259800
174,2012,4408100
174,2016,4714100
174,2020,5084300
175,Country,Nicaragua
175,Country Code,NIC
175,1960,1773132
175,1964,2006478
175,1968,2264623
175,1972,2558705
175,1976,2894967
175,1980,3265520
175,1984,3642978
175,1988,3995529
175,1992,4364514
175,1996,4741571
175,2000,5069310
175,2004,5364930
175,2008,5667436
175,2012,5982530
175,2016,6303970
175,2020,6624554
176,Country,Niger
176,Country Code,NER
176,1960,3388774
176,1964,3802802
176,1968,4263925
176,1972,4768225
176,1976,5335083
176,1980,5989000
176,1984,6719310
176,1988,7548429
176,1992,8566773
176,1996,9826600
176,2000,11331561
176,2004,13125914
176,2008,15250913
176,2012,17795209
176,2016,20788789
176,2020,24206636
177,Country,Nigeria
177,Country Code,NGA
177,1960,45138460
177,1964,49066762
177,1968,53506201
177,1972,58665813
177,1976,65221379
177,1980,73423646
177,1984,81448757
177,1988,90395278
177,1992,100161708
177,1996,110668784
177,2000,122283853
177,2004,135320420
177,2008,150269622
177,2012,167228803
177,2016,185960244
177,2020,206139587
178,Country,North America
178,Country Code,NAC
178,1960,198624409
178,1964,211262900
178,1968,221503000
178,1972,232168663
178,1976,241538008
178,1980,251795337
178,1984,261488476
178,1988,271349094
178,1992,284943859
178,1996,299064347
178,2000,312909974
178,2004,324809693
178,2008,337406357
178,2012,348656682
178,2016,359245796
178,2020,367553264
179,Country,North Macedonia
179,Country Code,MKD
179,1960,1488670
179,1964,1569139
179,1968,1672399
179,1972,1754951
179,1976,1825559
179,1980,1924203
179,1984,1974413
179,1988,1995508
179,1992,1988659
179,1996,1989441
179,2000,2034823
179,2004,2057044
179,2008,2067309
179,2012,2074275
179,2016,2080746
179,2020,2083380
180,Country,Northern Mariana Islands
180,Country Code,MNP
180,1960,9980
180,1964,10780
180,1968,12135
180,1972,13884
180,1976,15024
180,1980,16633
180,1984,25496
180,1988,40294
180,1992,46473
180,1996,47518
180,2000,57453
180,2004,57240
180,2008,54621
180,2012,54306
180,2016,56187
180,2020,57557
181,Country,Norway
181,Country Code,NOR
181,1960,3581239
181,1964,3694339
181,1968,3816486
181,1972,3933004
181,1976,4026152
181,1980,4085620
181,1984,4140099
181,1988,4209488
181,1992,4286401
181,1996,4381336
181,2000,4490967
181,2004,4591910
181,2008,4768212
181,2012,5018573
181,2016,5234519
181,2020,5379475
182,Country,Not classified
182,Country Code,INX
182,1960,..
182,1964,..
182,1968,..
182,1972,..
182,1976,..
182,1980,..
182,1984,..
182,1988,..
182,1992,..
182,1996,..
182,2000,..
182,2004,..
182,2008,..
182,2012,..
182,2016,..
182,2020,..
183,Country,OECD members
183,Country Code,OED
183,1960,809413164
183,1964,855187441
183,1968,897619456
183,1972,940747243
183,1976,981155050
183,1980,1018954080
183,1984,1054256534
183,1988,1088387125
183,1992,1128349539
183,1996,1165880992
183,2000,1200836415
183,2004,1236872189
183,2008,1274522708
183,2012,1306807834
183,2016,1341701902
183,2020,1370858752
184,Country,Oman
184,Country Code,OMN
184,1960,551735
184,1964,608890
184,1968,679592
184,1972,776385
184,1976,927434
184,1980,1154373
184,1984,1431066
184,1988,1678119
184,1992,1983272
184,1996,2236652
184,2000,2267973
184,2004,2445524
184,2008,2750956
184,2012,3498031
184,2016,4479217
184,2020,5106622
185,Country,Other small states
185,Country Code,OSS
185,1960,9151857
185,1964,9840401
185,1968,10606217
185,1972,11488070
185,1976,12475005
185,1980,13598547
185,1984,14962369
185,1988,16610046
185,1992,18156582
185,1996,19460551
185,2000,20917080
185,2004,22442097
185,2008,24762404
185,2012,27227313
185,2016,29542903
185,2020,31941786
186,Country,Pacific island small states
186,Country Code,PSS
186,1960,865064
186,1964,984824
186,1968,1098151
186,1972,1202128
186,1976,1306023
186,1980,1420314
186,1984,1555395
186,1988,1650438
186,1992,1750932
186,1996,1868390
186,2000,1962451
186,2004,2050583
186,2008,2157454
186,2012,2268553
186,2016,2385744
186,2020,2528958
187,Country,Pakistan
187,Country Code,PAK
187,1960,44988690
187,1964,49627623
187,1968,55102690
187,1972,61381982
187,1976,68834324
187,1980,78054346
187,1984,89213708
187,1988,101389603
187,1992,113911126
187,1996,127349293
187,2000,142343583
187,2004,156664698
187,2008,171648984
187,2012,187280125
187,2016,203631356
187,2020,220892331
188,Country,Palau
188,Country Code,PLW
188,1960,9769
188,1964,10792
188,1968,11460
188,1972,12342
188,1976,12835
188,1980,12178
188,1984,13190
188,1988,14400
188,1992,15859
188,1996,17599
188,2000,19104
188,2004,19861
188,2008,18708
188,2012,17635
188,2016,17718
188,2020,18092
189,Country,Panama
189,Country Code,PAN
189,1960,1133005
189,1964,1276331
189,1968,1434676
189,1972,1607797
189,1976,1791389
189,1980,1978489
189,1984,2170330
189,1988,2368556
189,1992,2575949
189,1996,2796291
189,2000,3030333
189,2004,3269356
189,2008,3516204
189,2012,3770635
189,2016,4037073
189,2020,4314768
190,Country,Papua New Guinea
190,Country Code,PNG
190,1960,2255858
190,1964,2434220
190,1968,2656636
190,1972,2918138
190,1976,3219825
190,1980,3571209
190,1984,3975950
190,1988,4399320
190,1992,4836216
190,1996,5314258
190,2000,5847590
190,2004,6354247
190,2008,6976200
190,2012,7631003
190,2016,8271766
190,2020,8947027
191,Country,Paraguay
191,Country Code,PRY
191,1960,1903990
191,1964,2115573
191,1968,2351926
191,1972,2597149
191,1976,2861868
191,1980,3181627
191,1984,3571275
191,1988,4001678
191,1992,4445019
191,1996,4887638
191,2000,5323202
191,2004,5730556
191,2008,6081296
191,2012,6421510
191,2016,6777878
191,2020,7132530
192,Country,Peru
192,Country Code,PER
192,1960,10155011
192,1964,11383364
192,1968,12735491
192,1972,14221954
192,1976,15838568
192,1980,17547612
192,1984,19319746
192,1988,21153462
192,1992,22966822
192,1996,24753825
192,2000,26459944
192,2004,27624226
192,2008,28562321
192,2012,29506790
192,2016,30926036
192,2020,32971846
193,Country,Philippines
193,Country Code,PHL
193,1960,26269741
193,1964,29958687
193,1968,33795203
193,1972,37923400
193,1976,42446659
193,1980,47357741
193,1984,52827047
193,1988,58794999
193,1992,65020124
193,1996,71401743
193,2000,77991757
193,2004,84710544
193,2008,90901967
193,2012,97212639
193,2016,103663812
193,2020,109581085
194,Country,Poland
194,Country Code,POL
194,1960,29637450
194,1964,31139450
194,1968,32294655
194,1972,33055650
194,1976,34356300
194,1980,35574150
194,1984,36904134
194,1988,37824487
194,1992,38363667
194,1996,38624370
194,2000,38258629
194,2004,38182222
194,2008,38125759
194,2012,38063164
194,2016,37970087
194,2020,37950802
195,Country,Portugal
195,Country Code,PRT
195,1960,8857716
195,1964,9035365
195,1968,8836650
195,1972,8630430
195,1976,9355810
195,1980,9766312
195,1984,9996232
195,1988,10019610
195,1992,9952494
195,1996,10063945
195,2000,10289898
195,2004,10483861
195,2008,10558177
195,2012,10514844
195,2016,10325452
195,2020,10305564
196,Country,Post-demographic dividend
196,Country Code,PST
196,1960,755229793
196,1964,792263980
196,1968,824733296
196,1972,857079422
196,1976,885145869
196,1980,909890607
196,1984,931410415
196,1988,952173528
196,1992,977878861
196,1996,1000603716
196,2000,1020504874
196,2004,1041075191
196,2008,1064394135
196,2012,1082374116
196,2016,1101866343
196,2020,1115116448
197,Country,Pre-demographic dividend
197,Country Code,PRE
197,1960,187617086
197,1964,205835402
197,1968,227201766
197,1972,252097876
197,1976,282049633
197,1980,317462476
197,1984,352822095
197,1988,392393113
197,1992,440397744
197,1996,494517689
197,2000,550660000
197,2004,617518659
197,2008,691447634
197,2012,775573262
197,2016,869943573
197,2020,970795671
198,Country,Puerto Rico
198,Country Code,PRI
198,1960,2358000
198,1964,2554066
198,1968,2662064
198,1972,2817256
198,1976,3043854
198,1980,3206000
198,1984,3344190
198,1988,3473898
198,1992,3585176
198,1996,3724655
198,2000,3810605
198,2004,3826878
198,2008,3760866
198,2012,3634488
198,2016,3406672
198,2020,3194034
199,Country,Qatar
199,Country Code,QAT
199,1960,47383
199,1964,67562
199,1968,93206
199,1972,130505
199,1976,173716
199,1980,223622
199,1984,341272
199,1988,443611
199,1992,495403
199,1996,522531
199,2000,592467
199,2004,753332
199,2008,1436670
199,2012,2196078
199,2016,2654379
199,2020,2881060
200,Country,Romania
200,Country Code,ROU
200,1960,18406905
200,1964,18919126
200,1968,19799831
200,1972,20657957
200,1976,21551634
200,1980,22207282
200,1984,22640547
200,1988,23057662
200,1992,22794284
200,1996,22619004
200,2000,22442971
200,2004,21451748
200,2008,20537875
200,2012,20058035
200,2016,19702267
200,2020,19286123
201,Country,Russian Federation
201,Country Code,RUS
201,1960,119897000
201,1964,125345000
201,1968,128928000
201,1972,131909000
201,1976,135147000
201,1980,139010000
201,1984,142745000
201,1988,146857000
201,1992,148538197
201,1996,148160129
201,2000,146596869
201,2004,144067316
201,2008,142742366
201,2012,143201721
201,2016,144342397
201,2020,144104080
202,Country,Rwanda
202,Country Code,RWA
202,1960,2935575
202,1964,3164258
202,1968,3529839
202,1972,3987223
202,1976,4506109
202,1980,5153314
202,1984,5902847
202,1988,7088194
202,1992,6702239
202,1996,6013112
202,2000,7933688
202,2004,8680516
202,2008,9524532
202,2012,10549668
202,2016,11668829
202,2020,12952209
203,Country,Samoa
203,Country Code,WSM
203,1960,108627
203,1964,123346
203,1968,137484
203,1972,147295
203,1976,152362
203,1980,155522
203,1984,159243
203,1988,161369
203,1992,165490
203,1996,171165
203,2000,174454
203,2004,178597
203,2008,183270
203,2012,189089
203,2016,194540
203,2020,198410
204,Country,San Marino
204,Country Code,SMR
204,1960,15440
204,1964,17101
204,1968,18668
204,1972,19490
204,1976,20086
204,1980,21453
204,1984,22546
204,1988,23548
204,1992,24830
204,1996,26253
204,2000,27460
204,2004,28942
204,2008,30434
204,2012,32103
204,2016,33503
204,2020,33938
205,Country,Sao Tome and Principe
205,Country Code,STP
205,1960,64294
205,1964,64278
205,1968,70258
205,1972,77930
205,1976,85475
205,1980,95788
205,1984,102826
205,1988,113288
205,1992,124574
205,1996,133799
205,2000,142264
205,2004,153736
205,2008,171122
205,2012,188394
205,2016,203221
205,2020,219161
206,Country,Saudi Arabia
206,Country Code,SAU
206,1960,4086534
206,1964,4677304
206,1968,5387822
206,1972,6392973
206,1976,7802928
206,1980,9691471
206,1984,12418836
206,1988,15070082
206,1992,17282686
206,1996,19033843
206,2000,20663840
206,2004,23132686
206,2008,25888535
206,2012,29154906
206,2016,32443443
206,2020,34813867
207,Country,Senegal
207,Country Code,SEN
207,1960,3206757
207,1964,3580241
207,1968,4014107
207,1972,4522886
207,1976,5057375
207,1980,5583157
207,1984,6277420
207,1988,7086624
207,1992,7990090
207,1996,8912872
207,2000,9797731
207,2004,10810086
207,2008,12004700
207,2012,13401990
207,2016,14993514
207,2020,16743930
208,Country,Serbia
208,Country Code,SRB
208,1960,6608000
208,1964,6765000
208,1968,6915000
208,1972,7053000
208,1976,7214000
208,1980,7362000
208,1984,7489000
208,1988,7572000
208,1992,7646424
208,1996,7617794
208,2000,7516346
208,2004,7463157
208,2008,7350222
208,2012,7199077
208,2016,7058322
208,2020,6908224
209,Country,Seychelles
209,Country Code,SYC
209,1960,41700
209,1964,46322
209,1968,51134
209,1972,56029
209,1976,60504
209,1980,63261
209,1984,64717
209,1988,68755
209,1992,70763
209,1996,76417
209,2000,81131
209,2004,82475
209,2008,86956
209,2012,88303
209,2016,94677
209,2020,98462
210,Country,Sierra Leone
210,Country Code,SLE
210,1960,2317638
210,1964,2466671
210,1968,2644011
210,1972,2854866
210,1976,3102595
210,1980,3388494
210,1984,3707513
210,1988,4156636
210,1992,4347727
210,1996,4312660
210,2000,4584570
210,2004,5433995
210,2008,6133599
210,2012,6712586
210,2016,7328846
210,2020,7976985
211,Country,Singapore
211,Country Code,SGP
211,1960,1646400
211,1964,1841600
211,1968,2012000
211,1972,2152400
211,1976,2293300
211,1980,2413945
211,1984,2732221
211,1988,2846108
211,1992,3230698
211,1996,3670704
211,2000,4027887
211,2004,4166664
211,2008,4839396
211,2012,5312437
211,2016,5607283
211,2020,5685807
212,Country,Sint Maarten (Dutch part)
212,Country Code,SXM
212,1960,2833
212,1964,4063
212,1968,5857
212,1972,7892
212,1976,10147
212,1980,13097
212,1984,17517
212,1988,25334
212,1992,30458
212,1996,31434
212,2000,30519
212,2004,32488
212,2008,33964
212,2012,34640
212,2016,39969
212,2020,40812
213,Country,Slovak Republic
213,Country Code,SVK
213,1960,4068095
213,1964,4327341
213,1968,4483915
213,1972,4596622
213,1976,4789507
213,1980,4979815
213,1984,5127097
213,1988,5250596
213,1992,5305016
213,1996,5373361
213,2000,5388720
213,2004,5372280
213,2008,5379233
213,2012,5407579
213,2016,5430798
213,2020,5458827
214,Country,Slovenia
214,Country Code,SVN
214,1960,1584720
214,1964,1632114
214,1968,1704546
214,1972,1752233
214,1976,1820249
214,1980,1901315
214,1984,1932154
214,1988,1995196
214,1992,1996498
214,1996,1988628
214,2000,1988925
214,2004,1997012
214,2008,2021316
214,2012,2057159
214,2016,2065042
214,2020,2100126
215,Country,Small states
215,Country Code,SST
215,1960,14211632
215,1964,15333414
215,1968,16478258
215,1972,17702798
215,1976,19027575
215,1980,20501052
215,1984,22269272
215,1988,24190637
215,1992,26020298
215,1996,27660218
215,2000,29393017
215,2004,31189665
215,2008,33798831
215,2012,36568506
215,2016,39198032
215,2020,41913035
216,Country,Solomon Islands
216,Country Code,SLB
216,1960,117847
216,1964,132766
216,1968,149887
216,1972,172550
216,1976,200602
216,1980,230550
216,1984,262691
216,1988,294976
216,1992,330004
216,1996,369517
216,2000,412665
216,2004,458549
216,2008,503366
216,2012,556066
216,2016,619438
216,2020,686878
217,Country,Somalia
217,Country Code,SOM
217,1960,2755967
217,1964,3001160
217,1968,3312735
217,1972,3479792
217,1976,4278974
217,1980,6281138
217,1984,6614713
217,1988,7005226
217,1992,7295380
217,1996,7682683
217,2000,8872250
217,2004,10130251
217,2008,11397188
217,2012,12715487
217,2016,14185635
217,2020,15893219
218,Country,South Africa
218,Country Code,ZAF
218,1960,17099836
218,1964,18896303
218,1968,20942147
218,1972,23281517
218,1976,25836890
218,1980,28556771
218,1984,31841588
218,1988,35100905
218,1992,38672611
218,1996,42241007
218,2000,44967713
218,2004,47291610
218,2008,49779472
218,2012,52832659
218,2016,56207649
218,2020,59308690
219,Country,South Asia
219,Country Code,SAS
219,1960,572839530
219,1964,623943328
219,1968,682102192
219,1972,746911710
219,1976,819292532
219,1980,900620583
219,1984,989728262
219,1988,1084281159
219,1992,1184133340
219,1996,1287476203
219,2000,1390946065
219,2004,1493757846
219,2008,1592010815
219,2012,1683740452
219,2016,1771187426
219,2020,1856882402
220,Country,South Asia (IDA & IBRD)
220,Country Code,TSA
220,1960,572839530
220,1964,623943328
220,1968,682102192
220,1972,746911710
220,1976,819292532
220,1980,900620583
220,1984,989728262
220,1988,1084281159
220,1992,1184133340
220,1996,1287476203
220,2000,1390946065
220,2004,1493757846
220,2008,1592010815
220,2012,1683740452
220,2016,1771187426
220,2020,1856882402
221,Country,South Sudan
221,Country Code,SSD
221,1960,2842718
221,1964,3069735
221,1968,3340426
221,1972,3661442
221,1976,4041792
221,1980,4502603
221,1984,5096478
221,1988,5485288
221,1992,5305449
221,1996,5221925
221,2000,6199396
221,2004,7213354
221,2008,8736932
221,2012,10113648
221,2016,10832520
221,2020,11193729
222,Country,Spain
222,Country Code,ESP
222,1960,30455000
222,1964,31609195
222,1968,33113134
222,1972,34604469
222,1976,36137812
222,1980,37491165
222,1984,38330364
222,1988,38766939
222,1992,39157685
222,1996,39889852
222,2000,40567864
222,2004,42921895
222,2008,45954106
222,2012,46773055
222,2016,46484062
222,2020,47351567
223,Country,Sri Lanka
223,Country Code,LKA
223,1960,9874476
223,1964,10849977
223,1968,11937607
223,1972,13002234
223,1976,14012894
223,1980,15035840
223,1984,15948501
223,1988,16878186
223,1992,17736827
223,1996,18367290
223,2000,18777606
223,2004,19387153
223,2008,19983984
223,2012,20425000
223,2016,21203000
223,2020,21919000
224,Country,St. Kitts and Nevis
224,Country Code,KNA
224,1960,51199
224,1964,49928
224,1968,46399
224,1972,44318
224,1976,44140
224,1980,43201
224,1984,42198
224,1988,40633
224,1992,40691
224,1996,42472
224,2000,44083
224,2004,46323
224,2008,48178
224,2012,49881
224,2016,51629
224,2020,53192
225,Country,St. Lucia
225,Country Code,LCA
225,1960,89698
225,1964,94637
225,1968,101028
225,1972,106303
225,1976,111074
225,1980,117828
225,1984,124296
225,1988,133364
225,1992,141758
225,1996,148837
225,2000,156737
225,2004,161821
225,2008,170011
225,2012,176654
225,2016,180028
225,2020,183629
226,Country,St. Martin (French part)
226,Country Code,MAF
226,1960,3898
226,1964,4302
226,1968,5194
226,1972,6156
226,1976,7250
226,1980,8777
226,1984,9067
226,1988,24374
226,1992,31816
226,1996,26854
226,2000,28935
226,2004,33187
226,2008,36880
226,2012,37012
226,2016,36061
226,2020,38659
227,Country,St. Vincent and the Grenadines
227,Country Code,VCT
227,1960,80970
227,1964,85117
227,1968,88663
227,1972,92511
227,1976,96694
227,1980,100566
227,1984,103776
227,1988,106533
227,1992,107941
227,1996,107983
227,2000,107787
227,2004,108520
227,2008,108401
227,2012,108435
227,2016,109467
227,2020,110947
228,Country,Sub-Saharan Africa
228,Country Code,SSF
228,1960,227233184
228,1964,249873656
228,1968,275937546
228,1972,306359650
228,1976,342018937
228,1980,383188215
228,1984,429521914
228,1988,481594337
228,1992,538246439
228,1996,599067774
228,2000,665327588
228,2004,738983247
228,2008,822945490
228,2012,917725880
228,2016,1022530245
228,2020,1136046775
229,Country,Sub-Saharan Africa (excluding high income)
229,Country Code,SSA
229,1960,227191484
229,1964,249827334
229,1968,275886412
229,1972,306303621
229,1976,341958433
229,1980,383124954
229,1984,429457197
229,1988,481525582
229,1992,538175676
229,1996,598991357
229,2000,665246457
229,2004,738900772
229,2008,822858534
229,2012,917637577
229,2016,1022435568
229,2020,1135948313
230,Country,Sub-Saharan Africa (IDA & IBRD countries)
230,Country Code,TSS
230,1960,227233184
230,1964,249873656
230,1968,275937546
230,1972,306359650
230,1976,342018937
230,1980,383188215
230,1984,429521914
230,1988,481594337
230,1992,538246439
230,1996,599067774
230,2000,665327588
230,2004,738983247
230,2008,822945490
230,2012,917725880
230,2016,1022530245
230,2020,1136046775
231,Country,Sudan
231,Country Code,SDN
231,1960,7544498
231,1964,8503989
231,1968,9639846
231,1972,10974626
231,1976,12578398
231,1980,14507466
231,1984,16657956
231,1988,18867559
231,1992,21696240
231,1996,24782384
231,2000,27275019
231,2004,30214189
231,2008,33060844
231,2012,36193781
231,2016,39847433
231,2020,43849269
232,Country,Suriname
232,Country Code,SUR
232,1960,287870
232,1964,320267
232,1968,356551
232,1972,367907
232,1976,357949
232,1980,359531
232,1984,364722
232,1988,388877
232,1992,420658
232,1996,448207
232,2000,470944
232,2004,493680
232,2008,517122
232,2012,541247
232,2016,564883
232,2020,586634
233,Country,Sweden
233,Country Code,SWE
233,1960,7484656
233,1964,7661354
233,1968,7912273
233,1972,8122300
233,1976,8222286
233,1980,8310531
233,1984,8336605
233,1988,8436489
233,1992,8668067
233,1996,8840998
233,2000,8872109
233,2004,8993531
233,2008,9219637
233,2012,9519374
233,2016,9923085
233,2020,10353442
234,Country,Switzerland
234,Country Code,CHE
234,1960,5327827
234,1964,5789228
234,1968,6067714
234,1972,6260956
234,1976,6302504
234,1980,6319408
234,1984,6441865
234,1988,6593386
234,1992,6875364
234,1996,7071850
234,2000,7184250
234,2004,7389625
234,2008,7647675
234,2012,7996861
234,2016,8373338
234,2020,8636896
235,Country,Syrian Arab Republic
235,Country Code,SYR
235,1960,4573514
235,1964,5200341
235,1968,5935850
235,1972,6800148
235,1976,7794658
235,1980,8930776
235,1984,10293048
235,1988,11719064
235,1992,13187669
235,1996,14754148
235,2000,16410847
235,2004,17827827
235,2008,20664037
235,2012,20438861
235,2016,17465567
235,2020,17500657
236,Country,Tajikistan
236,Country Code,TJK
236,1960,2087053
236,1964,2402473
236,1968,2750932
236,1972,3111284
236,1976,3487658
236,1980,3905443
236,1984,4397563
236,1988,5001172
236,1992,5502490
236,1996,5851354
236,2000,6216329
236,2004,6662391
236,2008,7209924
236,2012,7874838
236,2016,8663575
236,2020,9537642
237,Country,Tanzania
237,Country Code,TZA
237,1960,10052151
237,1964,11295675
237,1968,12725519
237,1972,14428340
237,1976,16390161
237,1980,18538263
237,1984,20981775
237,1988,23670807
237,1992,26961204
237,1996,30444523
237,2000,33499177
237,2004,37379766
237,2008,41853944
237,2012,47053033
237,2016,53049231
237,2020,59734213
238,Country,Thailand
238,Country Code,THA
238,1960,27397208
238,1964,30881136
238,1968,34791418
238,1972,39058594
238,1976,43377270
238,1980,47374463
238,1984,51094870
238,1988,54891520
238,1992,57811025
238,1996,60130190
238,2000,62952639
238,2004,64995303
238,2008,66530980
238,2012,67835969
238,2016,68971313
238,2020,69799978
239,Country,Timor-Leste
239,Country Code,TLS
239,1960,474535
239,1964,510035
239,1968,548817
239,1972,600185
239,1976,627255
239,1980,599907
239,1984,641845
239,1988,701812
239,1992,783204
239,1996,855358
239,2000,884366
239,2004,971889
239,2008,1055428
239,2012,1133002
239,2016,1219289
239,2020,1318442
240,Country,Togo
240,Country Code,TGO
240,1960,1580508
240,1964,1662073
240,1968,1945777
240,1972,2247578
240,1976,2464424
240,1980,2720835
240,1984,3140840
240,1988,3577469
240,1992,3945902
240,1996,4348808
240,2000,4924406
240,2004,5467770
240,2008,6083417
240,2012,6773807
240,2016,7509952
240,2020,8278737
241,Country,Tonga
241,Country Code,TON
241,1960,61574
241,1964,71744
241,1968,81076
241,1972,86327
241,1976,89228
241,1980,92966
241,1984,93793
241,1988,94592
241,1992,95398
241,1996,96267
241,2000,97962
241,2004,100214
241,2008,103384
241,2012,102736
241,2016,101143
241,2020,105697
242,Country,Trinidad and Tobago
242,Country Code,TTO
242,1960,847973
242,1964,902620
242,1968,930792
242,1972,968136
242,1976,1025104
242,1980,1084743
242,1984,1155083
242,1988,1204150
242,1992,1236685
242,1996,1257547
242,2000,1267159
242,2004,1290115
242,2008,1314449
242,2012,1344814
242,2016,1377563
242,2020,1399491
243,Country,Tunisia
243,Country Code,TUN
243,1960,4178235
243,1964,4461111
243,1968,4845220
243,1972,5291335
243,1976,5786482
243,1980,6374040
243,1984,7135265
243,1988,7880333
243,1992,8613855
243,1996,9267335
243,2000,9708347
243,2004,10022278
243,2008,10414425
243,2012,10846993
243,2016,11303942
243,2020,11818618
244,Country,Turkey
244,Country Code,TUR
244,1960,27472339
244,1964,30244258
244,1968,33256465
244,1972,36587267
244,1976,40189561
244,1980,43975972
244,1984,48114158
244,1988,52053764
244,1992,55748946
244,1996,59423278
244,2000,63240196
244,2004,67010930
244,2008,70418612
244,2012,74651046
244,2016,79827868
244,2020,84339067
245,Country,Turkmenistan
245,Country Code,TKM
245,1960,1603254
245,1964,1833065
245,1968,2071793
245,1972,2324019
245,1976,2594315
245,1980,2876809
245,1984,3166215
245,1988,3493892
245,1992,3899843
245,1996,4287337
245,2000,4516128
245,2004,4703396
245,2008,4935765
245,2012,5267906
245,2016,5662371
245,2020,6031187
246,Country,Turks and Caicos Islands
246,Country Code,TCA
246,1960,5825
246,1964,5851
246,1968,5746
246,1972,6156
246,1976,7020
246,1980,7894
246,1984,9556
246,1988,11091
246,1992,13639
246,1996,16930
246,2000,20171
246,2004,26709
246,2008,31200
246,2012,34067
246,2016,36558
246,2020,38718
247,Country,Tuvalu
247,Country Code,TUV
247,1960,5321
247,1964,5354
247,1968,5598
247,1972,5786
247,1976,6319
247,1980,7631
247,1984,8110
247,1988,8637
247,1992,9110
247,1996,9317
247,2000,9392
247,2004,9871
247,2008,10315
247,2012,10744
247,2016,11232
247,2020,11792
248,Country,Uganda
248,Country Code,UGA
248,1960,6767092
248,1964,7719108
248,1968,8841156
248,1972,9929644
248,1976,11042975
248,1980,12442333
248,1984,14082870
248,1988,16180129
248,1992,18561668
248,1996,21032817
248,2000,23650159
248,2004,26821300
248,2008,30431734
248,2012,34558700
248,2016,39649173
248,2020,45741000
249,Country,Ukraine
249,Country Code,UKR
249,1960,42664646
249,1964,44796959
249,1968,46411816
249,1972,47783006
249,1976,49032729
249,1980,49965872
249,1984,50754000
249,1988,51521000
249,1992,52150400
249,1996,51057800
249,2000,49176500
249,2004,47451626
249,2008,46258189
249,2012,45593342
249,2016,45004673
249,2020,44134693
250,Country,United Arab Emirates
250,Country Code,ARE
250,1960,92417
250,1964,138049
250,1968,182620
250,1972,330968
250,1976,637926
250,1980,1019507
250,1984,1293970
250,1988,1627068
250,1992,2052892
250,1996,2539121
250,2000,3134067
250,2004,4068577
250,2008,7089486
250,2012,9141598
250,2016,9360975
250,2020,9890400
251,Country,United Kingdom
251,Country Code,GBR
251,1960,52400000
251,1964,54000000
251,1968,55211700
251,1972,56086065
251,1976,56211968
251,1980,56314216
251,1984,56422072
251,1988,56928327
251,1992,57580402
251,1996,58166950
251,2000,58892514
251,2004,59987905
251,2008,61806995
251,2012,63700215
251,2016,65611593
251,2020,67215293
252,Country,United States
252,Country Code,USA
252,1960,180671000
252,1964,191889000
252,1968,200706000
252,1972,209896000
252,1976,218035000
252,1980,227225000
252,1984,235825000
252,1988,244499000
252,1992,256514000
252,1996,269394000
252,2000,282162411
252,2004,292805298
252,2008,304093966
252,2012,313877662
252,2016,323071755
252,2020,329484123
253,Country,Upper middle income
253,Country Code,UMC
253,1960,1136464260
253,1964,1210649304
253,1968,1330348999
253,1972,1462600916
253,1976,1577700939
253,1980,1676276374
253,1984,1782261503
253,1988,1897982987
253,1992,2006684527
253,1996,2099939308
253,2000,2183135807
253,2004,2251348403
253,2008,2314543121
253,2012,2380514071
253,2016,2452128845
253,2020,2513672792
254,Country,Uruguay
254,Country Code,URY
254,1960,2538648
254,1964,2665383
254,1968,2774761
254,1972,2821458
254,1976,2841371
254,1980,2915389
254,1984,2992250
254,1988,3068714
254,1992,3154459
254,1996,3247383
254,2000,3319734
254,2004,3321486
254,2008,3340221
254,2012,3378975
254,2016,3424139
254,2020,3473727
255,Country,Uzbekistan
255,Country Code,UZB
255,1960,8526299
255,1964,9762819
255,1968,11294666
255,1972,12796982
255,1976,14242766
255,1980,15898760
255,1984,17615037
255,1988,19443890
255,1992,21449000
255,1996,23225000
255,2000,24650400
255,2004,25864350
255,2008,27302800
255,2012,29774500
255,2016,31847900
255,2020,34232050
256,Country,Vanuatu
256,Country Code,VUT
256,1960,63689
256,1964,72116
256,1968,80653
256,1972,90802
256,1976,103002
256,1980,115598
256,1984,127058
256,1988,139319
256,1992,155176
256,1996,171721
256,2000,184964
256,2004,204123
